schema_version,trace_version,trace_sha256,rpc_method_model,deadline_model,offered_load_definition,warmup_requests,measurement_requests,measured_generated_work_us,experiment_duration_us,latency_sample_count,scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,migration_cost_us,service_estimate_mode,service_estimate_noise_cv,service_estimate_ewma_alpha,w2_hot_core_count,w2_hot_dispatch_prob,target_insert_policy,hybrid_pressure_ratio,hybrid_min_gain_us,work_steal_poll_us,work_steal_max_per_poll,alto_queue_threshold_us,alto_min_gain_us,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,steal_poll_count,steal_idle_core_check_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,migration_handoff_count,avg_migration_handoff_us,max_migration_handoff_us,max_rescue_commits_per_check,max_target_reservation_work_us,descriptor_handoff_count,avg_descriptor_handoff_us,max_descriptor_handoff_us,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration,relief_attempt_count,relief_success_count,relief_beneficial_count,relief_useless_count,relief_moved_work_us,relief_beneficial_migration_ratio,relief_useless_migration_ratio
rescuesched-v2,rescuesched-trace-v2,b15350bed8c626bcb4688670d45c31ddf1de656464a6b0d2a85f85e91a3e6b09,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61559e+07,2.79646e+06,1000000,rescue_w1_cli_main,W1,L0_RandomCore,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,572,836,0.52614,1000000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,b15350bed8c626bcb4688670d45c31ddf1de656464a6b0d2a85f85e91a3e6b09,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61559e+07,2.79615e+06,1000000,rescue_w1_cli_main,W1,L1_WorkStealingPolling,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,107,134,0.015837,1000000,1200000,0,0,0.651504,651504,1.74591e+07,11959983,651504,651504,2328913,11017951,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,651504,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,b15350bed8c626bcb4688670d45c31ddf1de656464a6b0d2a85f85e91a3e6b09,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61559e+07,2.79615e+06,1000000,rescue_w1_cli_main,W1,M0_AltoThreshold,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,190,199,0.007058,1000000,1200000,0,0,0.381829,381829,5.50446e+06,0,0,0,0,0,2328921,381829,0.00191709,0,0,0,0,0,0,0,0,0,0,102.1,381829,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,b15350bed8c626bcb4688670d45c31ddf1de656464a6b0d2a85f85e91a3e6b09,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61559e+07,2.79615e+06,1000000,rescue_w1_cli_main,W1,M1_RescueSched,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,190,199,0.003409,1000000,1200000,0,0,0.381589,381589,5.48917e+06,0,0,0,0,0,0,0,0,2328921,7866829,649088,1685601,1680100,381589,381589,0.5,0.5,1,102.1,381589,0.5,0.5,5.48917e+06,5501,910751,0,1041,380548,0,0,19129,0,0,0,0.997272,0.00272807,0.997272,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,85de6f32c1330cbe1e8a2d23e546dc84f4056ae62ef37c230de455871eaf527f,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.60601e+07,2.80097e+06,1000000,rescue_w1_cli_main,W1,L0_RandomCore,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,582,870,0.522087,1000000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,85de6f32c1330cbe1e8a2d23e546dc84f4056ae62ef37c230de455871eaf527f,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.60601e+07,2.80047e+06,1000000,rescue_w1_cli_main,W1,L1_WorkStealingPolling,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,107,135,0.015954,1000000,1200000,0,0,0.648203,648203,1.73541e+07,12146856,648203,648203,2334529,11204784,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,648203,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,85de6f32c1330cbe1e8a2d23e546dc84f4056ae62ef37c230de455871eaf527f,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.60601e+07,2.80054e+06,1000000,rescue_w1_cli_main,W1,M0_AltoThreshold,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,190,199,0.006951,1000000,1200000,0,0,0.380056,380056,5.47829e+06,0,0,0,0,0,2334597,380056,0.00195498,0,0,0,0,0,0,0,0,0,0,102.1,380056,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,85de6f32c1330cbe1e8a2d23e546dc84f4056ae62ef37c230de455871eaf527f,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.60601e+07,2.80054e+06,1000000,rescue_w1_cli_main,W1,M1_RescueSched,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,190,199,0.003452,1000000,1200000,0,0,0.380032,380032,5.48401e+06,0,0,0,0,0,0,0,0,2334597,7835649,650444,1675366,1670945,380032,380032,0.5,0.5,1,102.1,380032,0.5,0.5,5.48401e+06,4421,926410,0,1018,379014,0,0,19394,0,0,0,0.997321,0.00267872,0.997321,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,aadb2dbd7604136f28080d077a4cc5aaf18bd042cd607cd544ba50bebd0fae1c,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61373e+07,2.7987e+06,1000000,rescue_w1_cli_main,W1,L0_RandomCore,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,584,879,0.526329,1000000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,aadb2dbd7604136f28080d077a4cc5aaf18bd042cd607cd544ba50bebd0fae1c,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61373e+07,2.79855e+06,1000000,rescue_w1_cli_main,W1,L1_WorkStealingPolling,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,107,134,0.015868,1000000,1200000,0,0,0.65193,651930,1.74929e+07,11988143,651930,651930,2329517,11046033,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,651930,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
