schema_version,trace_version,trace_sha256,rpc_method_model,deadline_model,offered_load_definition,warmup_requests,measurement_requests,measured_generated_work_us,experiment_duration_us,latency_sample_count,scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,migration_cost_us,service_estimate_mode,service_estimate_noise_cv,service_estimate_ewma_alpha,w2_hot_core_count,w2_hot_dispatch_prob,target_insert_policy,hybrid_pressure_ratio,hybrid_min_gain_us,work_steal_poll_us,work_steal_max_per_poll,alto_queue_threshold_us,alto_min_gain_us,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,steal_poll_count,steal_idle_core_check_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,migration_handoff_count,avg_migration_handoff_us,max_migration_handoff_us,max_rescue_commits_per_check,max_target_reservation_work_us,descriptor_handoff_count,avg_descriptor_handoff_us,max_descriptor_handoff_us,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration,relief_attempt_count,relief_success_count,relief_beneficial_count,relief_useless_count,relief_moved_work_us,relief_beneficial_migration_ratio,relief_useless_migration_ratio
rescuesched-v2,rescuesched-trace-v2,b61fd18c2f036d4caa0657dbf73e0d463516002a00ccd7a83683b5542b577893,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61559e+07,2.80798e+06,1000000,rescue_w2_cli_main,W2,L0_RandomCore,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,2.78e+03,5.62e+03,0.55822,1000000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,b61fd18c2f036d4caa0657dbf73e0d463516002a00ccd7a83683b5542b577893,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61559e+07,2.80781e+06,1000000,rescue_w2_cli_main,W2,L1_WorkStealingPolling,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,152,279,0.054007,1000000,1200000,0,0,0.621249,621249,1.68721e+07,12096582,621249,621249,2339913,11191835,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,621249,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,b61fd18c2f036d4caa0657dbf73e0d463516002a00ccd7a83683b5542b577893,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61559e+07,2.80784e+06,1000000,rescue_w2_cli_main,W2,M0_AltoThreshold,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,193,232,0.044935,1000000,1200000,0,0,0.407345,407345,6.26094e+06,0,0,0,0,0,2339947,407345,0.00191729,0,0,0,0,0,0,0,0,0,0,102.1,407345,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,b61fd18c2f036d4caa0657dbf73e0d463516002a00ccd7a83683b5542b577893,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61559e+07,2.8079e+06,1000000,rescue_w2_cli_main,W2,M1_RescueSched,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,199,1.95e+03,0.031717,1000000,1200000,0,0,0.38165,381650,5.95187e+06,0,0,0,0,0,0,0,0,2340003,13331135,5732901,1800457,1687154,381650,381650,0.5,0.5,1,102.1,381650,0.5,0.5,5.95187e+06,113303,21131147,0,1013,380637,0,0,57285,0,0,0,0.997346,0.00265426,0.997346,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,7d7beaaaa34d3d564ffa33b644d3ab4a21e38d63bb7e1a773ee6cc3c905592c1,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.60601e+07,2.81738e+06,1000000,rescue_w2_cli_main,W2,L0_RandomCore,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,2.78e+03,4.66e+03,0.554718,1000000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,7d7beaaaa34d3d564ffa33b644d3ab4a21e38d63bb7e1a773ee6cc3c905592c1,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.60601e+07,2.81565e+06,1000000,rescue_w2_cli_main,W2,L1_WorkStealingPolling,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,162,280,0.056413,1000000,1200000,0,0,0.618057,618057,1.66632e+07,12271536,618057,618057,2344781,11366752,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,618057,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,7d7beaaaa34d3d564ffa33b644d3ab4a21e38d63bb7e1a773ee6cc3c905592c1,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.60601e+07,2.81568e+06,1000000,rescue_w2_cli_main,W2,M0_AltoThreshold,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,194,234,0.049093,1000000,1200000,0,0,0.406473,406473,6.25038e+06,0,0,0,0,0,2344809,406473,0.00203458,0,0,0,0,0,0,0,0,0,0,102.1,406473,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,7d7beaaaa34d3d564ffa33b644d3ab4a21e38d63bb7e1a773ee6cc3c905592c1,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.60601e+07,2.81582e+06,1000000,rescue_w2_cli_main,W2,M1_RescueSched,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,245,2.27e+03,0.035682,1000000,1200000,0,0,0.377142,377142,5.86695e+06,0,0,0,0,0,0,0,0,2344949,14481299,7034535,1799739,1667183,377142,377142,0.5,0.5,1,102.1,377142,0.5,0.5,5.86695e+06,132556,26338401,0,1024,376118,0,0,52025,0,0,0,0.997285,0.00271516,0.997285,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,7634ae69f3c951ead7ac679a87e5a0c01d50102197774252f91a384f4f847632,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61373e+07,2.79695e+06,1000000,rescue_w2_cli_main,W2,L0_RandomCore,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,3.3e+03,5.66e+03,0.568655,1000000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,7634ae69f3c951ead7ac679a87e5a0c01d50102197774252f91a384f4f847632,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,200000,1000000,2.61373e+07,2.79675e+06,1000000,rescue_w2_cli_main,W2,L1_WorkStealingPolling,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,175,367,0.062785,1000000,1200000,0,0,0.617654,617654,1.67401e+07,11915059,617654,617654,2328039,11018379,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,617654,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
