method,rho,seed,P99_us,P999_us,slo_violation_rate,migration_rate,invalid_migration_ratio,total_finished,total_generated
M0_Proactive,0.85,59,202,208,0.145106,0.0449957,0.157065,1000000,1201737
B0_IdealCFCFS,0.9,11,290,350,0.376702,0,0,1000000,1203336
B0_IdealCFCFS,0.9,23,300,390,0.416309,0,0,1000000,1202676
B0_IdealCFCFS,0.9,37,294,358,0.387367,0,0,1000000,1203238
B0_IdealCFCFS,0.9,47,296,380,0.400707,0,0,1000000,1202969
B0_IdealCFCFS,0.9,59,298,378,0.403167,0,0,1000000,1202960
B1_PowerOf2,0.9,11,212,302,0.261336,0,0,1000000,1202171
B1_PowerOf2,0.9,23,212,302,0.261672,0,0,1000000,1202604
B1_PowerOf2,0.9,37,214,306,0.286775,0,0,1000000,1202537
B1_PowerOf2,0.9,47,212,302,0.271463,0,0,1000000,1202590
B1_PowerOf2,0.9,59,210,300,0.257704,0,0,1000000,1202471
B2_Reactive,0.9,11,212,300,0.262261,0.00325196,0.261637,1000000,1202353
B2_Reactive,0.9,23,210,298,0.252873,0.0147208,0.228922,1000000,1202105
B2_Reactive,0.9,37,210,298,0.260196,0.0152937,0.217715,1000000,1202519
B2_Reactive,0.9,47,210,296,0.250155,0.0182962,0.214838,1000000,1202329
B2_Reactive,0.9,59,210,300,0.256944,0.0115649,0.237414,1000000,1202256
M0_Proactive,0.9,11,214,302,0.266093,0.0451472,0.215195,1000000,1202001
M0_Proactive,0.9,23,214,304,0.265977,0.0451079,0.208814,1000000,1202229
M0_Proactive,0.9,37,214,304,0.274471,0.0450967,0.217773,1000000,1202240
M0_Proactive,0.9,47,214,302,0.264423,0.0450874,0.214663,1000000,1202244
M0_Proactive,0.9,59,214,302,0.26788,0.0451138,0.218464,1000000,1202447
B0_IdealCFCFS,0.95,11,1.27e+03,1.43e+03,0.999422,0,0,1000000,1246002
B0_IdealCFCFS,0.95,23,1.37e+03,1.53e+03,0.999609,0,0,1000000,1249138
B0_IdealCFCFS,0.95,37,1.27e+03,1.43e+03,0.998516,0,0,1000000,1245813
B0_IdealCFCFS,0.95,47,1.31e+03,1.47e+03,0.999155,0,0,1000000,1246834
B0_IdealCFCFS,0.95,59,1.34e+03,1.5e+03,0.999635,0,0,1000000,1248194
B1_PowerOf2,0.95,11,1.32e+03,1.58e+03,0.995869,0,0,1000000,1240787
B1_PowerOf2,0.95,23,1.3e+03,1.55e+03,0.995213,0,0,1000000,1240636
B1_PowerOf2,0.95,37,1.51e+03,1.73e+03,0.997285,0,0,1000000,1247178
B1_PowerOf2,0.95,47,1.4e+03,1.61e+03,0.99584,0,0,1000000,1243782
B1_PowerOf2,0.95,59,1.29e+03,1.5e+03,0.995086,0,0,1000000,1240153
B2_Reactive,0.95,11,1.36e+03,1.59e+03,0.9972,0.00054731,0.426471,1000000,1242441
B2_Reactive,0.95,23,1.42e+03,1.69e+03,0.99652,0.000246556,0.400651,1000000,1245154
B2_Reactive,0.95,37,1.38e+03,1.6e+03,0.994018,0.000411213,0.375734,1000000,1242666
B2_Reactive,0.95,47,1.39e+03,1.6e+03,0.996095,0.000739371,0.402612,1000000,1242949
B2_Reactive,0.95,59,1.38e+03,1.59e+03,0.996324,0.000371924,0.465368,1000000,1242190
M0_Proactive,0.95,11,1.36e+03,2.31e+03,0.985641,0.0523689,0.163213,1000000,1235829
