scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,migration_cost_us,service_estimate_mode,service_estimate_noise_cv,service_estimate_ewma_alpha,w2_hot_core_count,w2_hot_dispatch_prob,target_insert_policy,hybrid_pressure_ratio,hybrid_min_gain_us,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration,relief_attempt_count,relief_success_count,relief_beneficial_count,relief_useless_count,relief_moved_work_us,relief_beneficial_migration_ratio,relief_useless_migration_ratio
rescue_estimator_oracle,W3,M1_RescueSched,0.85,47,1,2,1,16,4,0.5,oracle,0,0.05,4,0.5,append_tail,1.25,5,1,1,260,580,0.09697,1000000,1200116,0,0,0.285507,342642,6.04941e+06,0,0,0,0,0,0,1764216,34110974,11605073,1721697,1354450,342642,6.04941e+06,367247,44698595,0,0,342634,0,0,128045,0,0,0,0.999977,0,0.999977,0,0,0,0,0,0,0
rescue_estimator_oracle,W3,M1_RescueSched,0.85,59,1,2,1,16,4,0.5,oracle,0,0.05,4,0.5,append_tail,1.25,5,1,1,252,524,0.092748,1000000,1200025,0,0,0.285102,342130,6.0098e+06,0,0,0,0,0,0,1766838,33220548,10933634,1715488,1359414,342130,6.0098e+06,356074,42019048,0,0,342124,0,0,123145,0,0,0,0.999982,0,0.999982,0,0,0,0,0,0,0
rescue_estimator_oracle,W3,M1_RescueSched,0.85,71,1,2,1,16,4,0.5,oracle,0,0.05,4,0.5,append_tail,1.25,5,1,1,262,900,0.093838,1000000,1200028,0,0,0.286371,343653,6.06581e+06,0,0,0,0,0,0,1768259,33701367,11316669,1681712,1358551,343653,6.06581e+06,323161,43584964,0,0,343652,0,0,125867,0,0,0,0.999997,0,0.999997,0,0,0,0,0,0,0
rescue_estimator_oracle,W3,M1_RescueSched,0.85,83,1,2,1,16,4,0.5,oracle,0,0.05,4,0.5,append_tail,1.25,5,1,1,272,700,0.094484,1000000,1200023,0,0,0.287444,344940,6.05192e+06,0,0,0,0,0,0,1762980,34063273,11661997,1765115,1366557,344940,6.05192e+06,398558,44882873,0,0,344935,0,0,127602,0,0,0,0.999986,0,0.999986,0,0,0,0,0,0,0
rescue_estimator_oracle,W3,M1_RescueSched,0.85,97,1,2,1,16,4,0.5,oracle,0,0.05,4,0.5,append_tail,1.25,5,1,1,248,558,0.091188,1000000,1200065,0,0,0.286866,344258,6.04119e+06,0,0,0,0,0,0,1766798,32969113,10642023,1656846,1363430,344258,6.04119e+06,293416,40911246,0,0,344254,0,0,126162,0,0,0,0.999988,0,0.999988,0,0,0,0,0,0,0
rescue_estimator_oracle,W3,M1_RescueSched,0.85,109,1,2,1,16,4,0.5,oracle,0,0.05,4,0.5,append_tail,1.25,5,1,1,262,548,0.098057,1000000,1200078,0,0,0.286113,343358,6.08453e+06,0,0,0,0,0,0,1764551,34355062,11709743,1759196,1355041,343358,6.08453e+06,404155,45079776,0,0,343353,0,0,129474,0,0,0,0.999985,0,0.999985,0,0,0,0,0,0,0
rescue_estimator_oracle,W3,M1_RescueSched,0.85,131,1,2,1,16,4,0.5,oracle,0,0.05,4,0.5,append_tail,1.25,5,1,1,294,916,0.105816,1000000,1200041,0,0,0.283846,340627,6.06941e+06,0,0,0,0,0,0,1763722,36194706,13483698,1821553,1340932,340627,6.06941e+06,480621,52113239,0,0,340619,0,0,131414,0,0,0,0.999977,0,0.999977,0,0,0,0,0,0,0
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,11,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,276,560,0.136938,1000000,1200021,0,0,0.290733,348886,5.62523e+06,0,0,0,0,0,0,1765236,34617469,12363907,1981115,1398125,348886,5.62523e+06,582990,47474513,0,14140,334742,7035,0,99029,7035,0.0201642,7583,0.95946,0.0606932,0.95946,0,0,0,0,0,0,0
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,23,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,268,490,0.131488,1000000,1200038,0,0,0.291491,349800,5.61399e+06,0,0,0,0,0,0,1764164,33757923,11594445,1924197,1407224,349800,5.61399e+06,516973,44453583,0,13507,336282,6745,0,96461,6745,0.0192824,7303,0.961355,0.0578959,0.961355,0,0,0,0,0,0,0
rescue_estimator_class_mean,W3,M1_RescueSched,0.85,37,1,2,1,16,4,0.5,class_mean,0,0.05,4,0.5,append_tail,1.25,5,1,1,274,698,0.136852,1000000,1200036,0,0,0.292418,350912,5.65106e+06,0,0,0,0,0,0,1764511,34498130,12205093,1887893,1402500,350912,5.65106e+06,485393,46932479,0,14009,336897,7008,0,100060,7008,0.0199708,7556,0.960061,0.0598925,0.960061,0,0,0,0,0,0,0
