scenario,method,rho,seed,P99_us,P999_us,slo_violation_rate,migration_rate,invalid_migration_ratio,total_finished,total_generated,batch_candidate_count,batch_selected_count,batch_move_count,batch_size_1_count,batch_size_2_7_count,batch_size_8_31_count,batch_size_32_plus_count,batch_type_generic_count,batch_type_short_count,batch_type_mice_count,batch_type_slow_count,batch_type_distribution_count,target_plan_reject_count,saturation_guard_count,short_slo_violation_rate,long_slo_violation_rate,mice_slo_violation_rate,elephant_slo_violation_rate,migration_work_rate,migrated_work_us,target_harm_est_us,avg_destination_virtual_occupancy_us,avg_source_queue_depth,avg_source_queue_work_us,exact_batch_size_histogram,no_batch_formed_count,low_confidence_count,low_expected_gain_count,dst_reservation_high_count,dst_tail_harm_count,budget_exhausted_count,sparse_blocking_not_batchable_count,summary_update_cost_est_us,batch_estimation_cost_est_us,target_selection_cost_est_us
W1_saturation_homo,M2_DQB_PM,0.95,11,1.31e+03,1.56e+03,0.995838,0,0,1000000,1240993,0,0,0,0,0,0,0,0,0,0,0,0,0,3264062,0.99999,0.979244,0.99999,0.979244,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
W1_saturation_homo,M2_DQB_PM,0.95,23,1.3e+03,1.54e+03,0.995324,0,0,1000000,1240449,0,0,0,0,0,0,0,0,0,0,0,0,0,3263132,0.999957,0.976797,0.999957,0.976797,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
W1_saturation_homo,M2_DQB_PM,0.95,37,1.51e+03,1.76e+03,0.997165,0,0,1000000,1247202,0,0,0,0,0,0,0,0,0,0,0,0,0,3273290,1,0.985891,1,0.985891,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
W1_saturation_homo,M2_DQB_PM,0.95,47,1.39e+03,1.61e+03,0.995799,0,0,1000000,1243596,0,0,0,0,0,0,0,0,0,0,0,0,0,3264640,0.999989,0.979058,0.999989,0.979058,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
W1_saturation_homo,M2_DQB_PM,0.95,59,1.29e+03,1.49e+03,0.995051,0,0,1000000,1239999,0,0,0,0,0,0,0,0,0,0,0,0,0,3259362,0.999945,0.975444,0.999945,0.975444,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
