scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,migration_cost_us,service_estimate_mode,service_estimate_noise_cv,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration
rescue_cost_sweep,W3,M1_RescueSched,0.85,11,1,2,1,16,4,1,oracle,0,1,1,268,584,0.096592,1000000,1200022,0,0,0.284682,341625,6.01568e+06,0,0,0,0,0,0,1765226,34110335,11708791,1746259,1346871,341625,6.01568e+06,399388,45088905,0,0,341619,0,0,124044,0,0,0,0.999982,0,0.999982
rescue_cost_sweep,W3,M1_RescueSched,0.85,23,1,2,1,16,4,1,oracle,0,1,1,264,680,0.09373,1000000,1200031,0,0,0.284775,341739,5.99524e+06,0,0,0,0,0,0,1764154,33732963,11433468,1734581,1355858,341739,5.99524e+06,378723,43999291,0,0,341732,0,0,119966,0,0,0,0.99998,0,0.99998
rescue_cost_sweep,W3,M1_RescueSched,0.85,37,1,2,1,16,4,1,oracle,0,1,1,258,540,0.095148,1000000,1200054,0,0,0.287077,344508,6.06386e+06,0,0,0,0,0,0,1764528,33624782,11230643,1697992,1357769,344508,6.06386e+06,340223,43224580,0,0,344493,0,0,125507,0,0,0,0.999956,0,0.999956
rescue_cost_sweep,W3,M1_RescueSched,0.85,47,1,2,1,16,4,1,oracle,0,1,1,260,588,0.097571,1000000,1200117,0,0,0.285238,342319,6.0374e+06,0,0,0,0,0,0,1764217,34097662,11646495,1718707,1348273,342319,6.0374e+06,370434,44867273,0,0,342313,0,0,125911,0,0,0,0.999982,0,0.999982
rescue_cost_sweep,W3,M1_RescueSched,0.85,59,1,2,1,16,4,1,oracle,0,1,1,252,532,0.093584,1000000,1200025,0,0,0.284145,340981,5.98742e+06,0,0,0,0,0,0,1766839,33241152,11017479,1708139,1351064,340981,5.98742e+06,357075,42361777,0,0,340975,0,0,120536,0,0,0,0.999982,0,0.999982
rescue_cost_sweep,W3,M1_RescueSched,0.85,11,1,2,1,16,4,2,oracle,0,1,1,270,592,0.098792,1000000,1200020,0,0,0.28213,338562,5.97152e+06,0,0,0,0,0,0,1765224,34223779,11972108,1724026,1326775,338562,5.97152e+06,397251,46164406,0,0,338557,0,0,116961,0,0,0,0.999985,0,0.999985
rescue_cost_sweep,W3,M1_RescueSched,0.85,23,1,2,1,16,4,2,oracle,0,1,1,258,558,0.095394,1000000,1200033,0,0,0.282986,339592,5.96646e+06,0,0,0,0,0,0,1764163,33631488,11414686,1687142,1336430,339592,5.96646e+06,350712,43971602,0,0,339586,0,0,115258,0,0,0,0.999982,0,0.999982
rescue_cost_sweep,W3,M1_RescueSched,0.85,37,1,2,1,16,4,2,oracle,0,1,1,262,566,0.09846,1000000,1200046,0,0,0.284335,341215,6.02147e+06,0,0,0,0,0,0,1764516,33973020,11684817,1673196,1334506,341215,6.02147e+06,338690,45066072,0,0,341204,0,0,120072,0,0,0,0.999968,0,0.999968
rescue_cost_sweep,W3,M1_RescueSched,0.85,47,1,2,1,16,4,2,oracle,0,1,1,262,602,0.100613,1000000,1200122,0,0,0.282393,338906,5.99086e+06,0,0,0,0,0,0,1764223,34310252,12011625,1677949,1326521,338906,5.99086e+06,351428,46368551,0,0,338899,0,0,118447,0,0,0,0.999979,0,0.999979
rescue_cost_sweep,W3,M1_RescueSched,0.85,59,1,2,1,16,4,2,oracle,0,1,1,258,528,0.096565,1000000,1200025,0,0,0.28168,338023,5.93629e+06,0,0,0,0,0,0,1766839,33487013,11382540,1691356,1329753,338023,5.93629e+06,361603,43838804,0,0,338015,0,0,114129,0,0,0,0.999976,0,0.999976
rescue_cost_sweep,W3,M1_RescueSched,0.85,11,1,2,1,16,4,5,oracle,0,1,1,276,596,0.105568,1000000,1200020,0,0,0.276205,331451,5.84704e+06,0,0,0,0,0,0,1765226,34643811,12758840,1638478,1266895,331451,5.84704e+06,371583,49396882,0,0,331445,0,0,99442,0,0,0,0.999982,0,0.999982
rescue_cost_sweep,W3,M1_RescueSched,0.85,23,1,2,1,16,4,5,oracle,0,1,1,262,530,0.103059,1000000,1200032,0,0,0.276595,331923,5.84714e+06,0,0,0,0,0,0,1764152,34086416,12232207,1631365,1273852,331923,5.84714e+06,357513,47297463,0,0,331918,0,0,97570,0,0,0,0.999985,0,0.999985
rescue_cost_sweep,W3,M1_RescueSched,0.85,37,1,2,1,16,4,5,oracle,0,1,1,268,606,0.106057,1000000,1200055,0,0,0.277535,333057,5.87925e+06,0,0,0,0,0,0,1764530,34430464,12531714,1565496,1271689,333057,5.87925e+06,293807,48561360,0,0,333046,0,0,100265,0,0,0,0.999967,0,0.999967
rescue_cost_sweep,W3,M1_RescueSched,0.85,47,1,2,1,16,4,5,oracle,0,1,1,266,600,0.107673,1000000,1200115,0,0,0.276142,331402,5.86678e+06,0,0,0,0,0,0,1764217,34724393,12781621,1575309,1264479,331402,5.86678e+06,310830,49551175,0,0,331396,0,0,100746,0,0,0,0.999982,0,0.999982
rescue_cost_sweep,W3,M1_RescueSched,0.85,59,1,2,1,16,4,5,oracle,0,1,1,272,786,0.103528,1000000,1200026,0,0,0.275515,330625,5.81782e+06,0,0,0,0,0,0,1766841,34161717,12381487,1565820,1267309,330625,5.81782e+06,298511,47960128,0,0,330618,0,0,96865,0,0,0,0.999979,0,0.999979
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,11,1,2,1,16,4,0.5,mean,0,1,1,296,532,0.155596,1000000,1200020,0,0,0.305542,366657,9.56975e+06,0,0,0,0,0,0,1765229,37560937,16354878,1679283,1315669,366657,9.56975e+06,363614,63740229,0,5971,360681,1371,0,26677,1371,0.00373919,2568,0.983701,0.0200242,0.983701
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,23,1,2,1,16,4,0.5,mean,0,1,1,294,582,0.151882,1000000,1200035,0,0,0.306712,368065,9.6065e+06,0,0,0,0,0,0,1764162,37104792,15968384,1675055,1322670,368065,9.6065e+06,352385,62198481,0,5872,362187,1365,0,25850,1365,0.00370858,2510,0.98403,0.0196623,0.98403
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,37,1,2,1,16,4,0.5,mean,0,1,1,290,546,0.156991,1000000,1200034,0,0,0.305554,366675,9.57022e+06,0,0,0,0,0,0,1764507,37513116,16322312,1616784,1311578,366675,9.57022e+06,305206,63672464,0,5713,360958,1324,0,25021,1324,0.00361083,2259,0.984409,0.0191914,0.984409
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,47,1,2,1,16,4,0.5,mean,0,1,1,292,530,0.159915,1000000,1200114,0,0,0.304501,365436,9.53788e+06,0,0,0,0,0,0,1764206,37928609,16672921,1634226,1307020,365436,9.53788e+06,327206,65057458,0,6144,359256,1473,0,27316,1473,0.0040308,2575,0.983089,0.0208436,0.983089
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,59,1,2,1,16,4,0.5,mean,0,1,1,286,500,0.150248,1000000,1200026,0,0,0.306673,368016,9.60522e+06,0,0,0,0,0,0,1766848,36628950,15546350,1635989,1325765,368016,9.60522e+06,310224,60549411,0,5675,362334,1358,0,25280,1358,0.00369006,2310,0.98456,0.0191106,0.98456
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,11,1,2,1,16,4,0.5,noisy_oracle,0.25,1,1,258,580,0.112578,1000000,1200024,0,0,0.289288,347152,6.24254e+06,0,0,0,0,0,0,1764887,33826705,11741019,1791792,1373353,347152,6.24254e+06,418439,45172284,0,5652,341499,2822,0,133304,2822,0.008129,3124,0.983716,0.0244101,0.983716
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,23,1,2,1,16,4,0.5,noisy_oracle,0.25,1,1,248,500,0.114828,1000000,1200025,0,0,0.288176,345818,6.22113e+06,0,0,0,0,0,0,1762904,33832915,11666218,1730266,1363961,345818,6.22113e+06,366305,44934606,0,5706,340111,2894,0,135349,2894,0.00836856,3236,0.983497,0.0248686,0.983497
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,37,1,2,1,16,4,0.5,noisy_oracle,0.25,1,1,264,590,0.115436,1000000,1200062,0,0,0.28926,347130,6.26037e+06,0,0,0,0,0,0,1764300,34213027,12016677,1779986,1365207,347130,6.26037e+06,414779,46286722,0,5894,341229,2935,0,137698,2935,0.00845505,3283,0.983001,0.0254343,0.983001
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,47,1,2,1,16,4,0.5,noisy_oracle,0.25,1,1,238,550,0.100284,1000000,1200017,0,0,0.290998,349203,6.22298e+06,0,0,0,0,0,0,1767922,31729061,10014122,1679971,1390946,349203,6.22298e+06,289025,38376517,0,5263,343937,2554,0,125986,2554,0.0073138,2840,0.98492,0.0223853,0.98492
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,59,1,2,1,16,4,0.5,noisy_oracle,0.25,1,1,244,500,0.106847,1000000,1200100,0,0,0.291737,350114,6.23429e+06,0,0,0,0,0,0,1764464,32722338,10706277,1718423,1387445,350114,6.23429e+06,330978,41106685,0,5628,344475,2714,0,133402,2714,0.00775176,3034,0.983894,0.0238265,0.983894
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,11,1,2,1,16,4,0.5,noisy_oracle,0.5,1,1,260,596,0.131688,1000000,1200026,0,0,0.292006,350415,6.33475e+06,0,0,0,0,0,0,1764893,33894095,11922617,1809635,1388326,350415,6.33475e+06,421309,45880833,0,16689,333723,7474,0,144975,7474,0.021329,9546,0.952365,0.0689554,0.952365
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,23,1,2,1,16,4,0.5,noisy_oracle,0.5,1,1,252,498,0.134975,1000000,1200027,0,0,0.290905,349094,6.31943e+06,0,0,0,0,0,0,1762909,33967776,11895139,1777142,1380873,349094,6.31943e+06,396269,45803414,0,17150,331942,7747,0,145599,7747,0.0221917,9975,0.950867,0.0713189,0.950867
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,37,1,2,1,16,4,0.5,noisy_oracle,0.5,1,1,264,516,0.135427,1000000,1200054,0,0,0.292488,351001,6.36961e+06,0,0,0,0,0,0,1764287,34230835,12107422,1839272,1383203,351001,6.36961e+06,456069,46590416,0,17563,333423,8060,0,150475,8060,0.0229629,10261,0.94992,0.0729998,0.94992
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,47,1,2,1,16,4,0.5,noisy_oracle,0.5,1,1,250,596,0.120074,1000000,1200017,0,0,0.293326,351996,6.33526e+06,0,0,0,0,0,0,1767921,31967696,10384510,1727174,1404889,351996,6.33526e+06,322285,39810866,0,15930,336063,7158,0,136037,7158,0.0203355,9172,0.954735,0.0655917,0.954735
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,59,1,2,1,16,4,0.5,noisy_oracle,0.5,1,1,252,522,0.128131,1000000,1200103,0,0,0.293705,352476,6.32011e+06,0,0,0,0,0,0,1764466,33040780,11121068,1769791,1398733,352476,6.32011e+06,371058,42714481,0,16885,335575,7466,0,143991,7466,0.0211816,9556,0.952051,0.0690856,0.952051
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,11,1,2,1,16,4,0.5,noisy_oracle,1,1,1,266,528,0.158958,1000000,1200024,0,0,0.296401,355688,6.08457e+06,0,0,0,0,0,0,1764887,34508631,11958733,1878881,1430233,355688,6.08457e+06,448648,45956051,0,35370,320317,14757,0,175723,14757,0.0414886,22141,0.900556,0.14093,0.900556
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,23,1,2,1,16,4,0.5,noisy_oracle,1,1,1,260,476,0.16323,1000000,1200025,0,0,0.295561,354680,6.0826e+06,0,0,0,0,0,0,1762906,34712757,11941354,1810898,1414421,354680,6.0826e+06,396477,45954518,0,37025,317655,15585,0,180480,15585,0.043941,23457,0.89561,0.148331,0.89561
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,37,1,2,1,16,4,0.5,noisy_oracle,1,1,1,268,502,0.164552,1000000,1200062,0,0,0.296794,356171,6.08011e+06,0,0,0,0,0,0,1764292,34990237,12183763,1895797,1419903,356171,6.08011e+06,475894,46839255,0,37914,318243,15909,0,183443,15909,0.0446667,23881,0.893512,0.151116,0.893512
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,47,1,2,1,16,4,0.5,noisy_oracle,1,1,1,260,526,0.146747,1000000,1200019,0,0,0.29694,356334,6.08059e+06,0,0,0,0,0,0,1767917,32651755,10542037,1787083,1438925,356334,6.08059e+06,348158,40381065,0,33489,322843,13952,0,165724,13952,0.0391543,20749,0.906012,0.133136,0.906012
rescue_service_estimate_sweep,W3,M1_RescueSched,0.85,59,1,2,1,16,4,0.5,noisy_oracle,1,1,1,260,498,0.155929,1000000,1200104,0,0,0.298082,357729,6.07055e+06,0,0,0,0,0,0,1764468,33648732,11133004,1803805,1435819,357729,6.07055e+06,367986,42728211,0,36194,321515,14991,0,176569,14991,0.041906,22487,0.898767,0.143083,0.898767
