scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,migration_cost_us,service_estimate_mode,service_estimate_noise_cv,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration
rescue_w2_burst_skew,W2,M1_RescueSched,0.92,11,1,2,1,16,4,0.5,oracle,0,1,1,1e+04,1e+04,1,1000000,1253602,0,0,0,0,0,0,0,0,0,0,0,1633674,418220544,418220544,0,0,0,0,0,1672882176,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched,0.92,23,1,2,1,16,4,0.5,oracle,0,1,1,1e+04,1e+04,0.999967,1000000,1259201,0,0,0,0,0,0,0,0,0,0,0,1633633,418150256,418149486,0,0,0,0,0,1672597944,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched,0.92,37,1,2,1,16,4,0.5,oracle,0,1,1,1e+04,1e+04,1,1000000,1254783,0,0,0,0,0,0,0,0,0,0,0,1630359,417371904,417371904,0,0,0,0,0,1669487616,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched,0.92,47,1,2,1,16,4,0.5,oracle,0,1,1,1e+04,1e+04,1,1000000,1265602,0,0,0,0,0,0,0,0,0,0,0,1633464,418166784,418166784,0,0,0,0,0,1672667136,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched,0.92,59,1,2,1,16,4,0.5,oracle,0,1,1,1e+04,1e+04,0.99978,1000000,1256385,0,0,2.14902e-05,27,666.7,0,0,0,0,0,0,1632591,417638255,417633805,364,28,27,666.7,336,1670534856,0,0,27,0,0,3,0,0,0,1,0,1
rescue_w2_burst_skew,W2,M1_RescueSched_NoTargetSafety,0.92,11,1,2,1,16,4,0.5,oracle,0,0,1,1e+04,1e+04,1,1000000,1253644,0,0,0,0,0,0,0,0,0,0,0,1633684,418223104,418223104,0,0,0,0,0,1672892416,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched_NoTargetSafety,0.92,23,1,2,1,16,4,0.5,oracle,0,0,1,1e+04,1e+04,0.999944,1000000,1259175,0,0,0,0,0,0,0,0,0,0,0,1633612,418129833,418128917,0,0,0,0,0,1672515668,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched_NoTargetSafety,0.92,37,1,2,1,16,4,0.5,oracle,0,0,1,1e+04,1e+04,1,1000000,1254765,0,0,0,0,0,0,0,0,0,0,0,1630434,417391104,417391104,0,0,0,0,0,1669564416,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched_NoTargetSafety,0.92,47,1,2,1,16,4,0.5,oracle,0,0,1,1e+04,1e+04,1,1000000,1265634,0,0,0,0,0,0,0,0,0,0,0,1633445,418161920,418161920,0,0,0,0,0,1672647680,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched_NoTargetSafety,0.92,59,1,2,1,16,4,0.5,oracle,0,0,1,1e+04,1e+04,0.999785,1000000,1256373,0,0,1.75107e-05,22,821.2,0,0,0,0,0,0,1632600,417620444,417615667,22,11,22,821.2,0,1670462646,0,0,22,0,11,5,0,0,0,1,0,1
rescue_w2_burst_skew,W2,M1_RescueSched_NoRescuable,0.92,11,1,2,1,16,4,0.5,oracle,0,1,0,1e+04,1e+04,1,1000000,1253053,0,0,0,0,0,0,0,0,0,0,0,1633676,212083616,212083616,0,0,0,0,848334464,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched_NoRescuable,0.92,23,1,2,1,16,4,0.5,oracle,0,1,0,1e+04,1e+04,0.999999,1000000,1258250,0,0,0,0,0,0,0,0,0,0,0,1633599,234023104,234023104,0,0,0,0,936092416,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched_NoRescuable,0.92,37,1,2,1,16,4,0.5,oracle,0,1,0,1e+04,1e+04,1,1000000,1254217,0,0,0,0,0,0,0,0,0,0,0,1630378,212395984,212395984,0,0,0,0,849583936,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched_NoRescuable,0.92,47,1,2,1,16,4,0.5,oracle,0,1,0,1e+04,1e+04,1,1000000,1265224,0,0,0,0,0,0,0,0,0,0,0,1633461,196967840,196967840,0,0,0,0,787871360,0,0,0,0,0,0,0,0,0,0,0,0,0
rescue_w2_burst_skew,W2,M1_RescueSched_NoRescuable,0.92,59,1,2,1,16,4,0.5,oracle,0,1,0,1e+04,1e+04,0.999863,1000000,1255535,0,0,0.000199915,251,1972.1,0,0,0,0,0,0,1632351,227656992,227656992,0,34224,251,1972.1,910593744,0,0,251,0,0,0,103,0,0,0,0,1,0
