profile,dimension,value,workload,rho,baseline,paired_seeds,mean_slo_reduction,ci95_low,ci95_high,relative_slo_reduction,p99_rescue_over_baseline,p999_rescue_over_baseline,rescue_work_rate_median,baseline_work_rate_median,relative_work_reduction,descriptive_only
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,L1_WorkStealingPolling,1,-0.030000000000000002,-0.030000000000000002,-0.030000000000000002,-6.0,1.35,1.1045296167247387,0.23593862167982774,0.6934924623115578,0.6597819954763544,1
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.85,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.23593862167982774,0.2352745872218234,-0.0028223807162746084,1
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,L1_WorkStealingPolling,1,-0.024999999999999998,-0.024999999999999998,-0.024999999999999998,-4.999999999999999,1.2833333333333334,1.1184668989547037,0.23411880832735105,0.7378625269203158,0.6827067376567908,1
placement-flow-zipf,placement,flow-affine-zipf-1.1,W3,0.9,M0_AltoThreshold,1,-0.0049999999999999975,-0.0049999999999999975,-0.0049999999999999975,-0.1999999999999999,1.0,1.0,0.23411880832735105,0.23541636755204595,0.00551176300181444,1
scan-128,scan-depth,128,W2,0.85,L1_WorkStealingPolling,1,0.015,0.015,0.015,0.75,1.8846153846153846,1.8468468468468469,0.23169073916737468,0.7334409515717927,0.6841044413038946,1
scan-128,scan-depth,128,W2,0.85,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.23169073916737468,0.23169073916737468,0.0,1
scan-128,scan-depth,128,W3,0.7,L1_WorkStealingPolling,1,-0.02,-0.02,-0.02,-4.0,1.1878453038674033,1.006993006993007,0.1302708183776023,0.5884816941852118,0.7786323352709041,1
scan-128,scan-depth,128,W3,0.7,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.1302708183776023,0.1302708183776023,0.0,1
scan-128,scan-depth,128,W3,0.85,L1_WorkStealingPolling,1,-0.02,-0.02,-0.02,-4.0,1.3812154696132597,1.0384615384615385,0.15853068916008614,0.7108991385498923,0.7769997450222538,1
scan-128,scan-depth,128,W3,0.85,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.15853068916008614,0.15853068916008614,0.0,1
scan-128,scan-depth,128,W3,0.9,L1_WorkStealingPolling,1,-0.030000000000000002,-0.030000000000000002,-0.030000000000000002,-6.0,1.430939226519337,1.048951048951049,0.1622056712132089,0.693856783919598,0.7662260066163671,1
scan-128,scan-depth,128,W3,0.9,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.1622056712132089,0.16210821966977748,-0.0006011511546417658,1
scan-32,scan-depth,32,W2,0.85,L1_WorkStealingPolling,1,0.015,0.015,0.015,0.75,1.8846153846153846,1.8468468468468469,0.23169073916737468,0.7334409515717927,0.6841044413038946,1
scan-32,scan-depth,32,W2,0.85,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.23169073916737468,0.23169073916737468,0.0,1
scan-32,scan-depth,32,W3,0.7,L1_WorkStealingPolling,1,-0.02,-0.02,-0.02,-4.0,1.1878453038674033,1.006993006993007,0.1302708183776023,0.5884816941852118,0.7786323352709041,1
scan-32,scan-depth,32,W3,0.7,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.1302708183776023,0.1302708183776023,0.0,1
scan-32,scan-depth,32,W3,0.85,L1_WorkStealingPolling,1,-0.02,-0.02,-0.02,-4.0,1.3812154696132597,1.0384615384615385,0.15853068916008614,0.7108991385498923,0.7769997450222538,1
scan-32,scan-depth,32,W3,0.85,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.15853068916008614,0.15853068916008614,0.0,1
scan-32,scan-depth,32,W3,0.9,L1_WorkStealingPolling,1,-0.030000000000000002,-0.030000000000000002,-0.030000000000000002,-6.0,1.430939226519337,1.048951048951049,0.1622056712132089,0.693856783919598,0.7662260066163671,1
scan-32,scan-depth,32,W3,0.9,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.1622056712132089,0.16210821966977748,-0.0006011511546417658,1
targets-2,h-targets,2,W2,0.85,L1_WorkStealingPolling,1,0.015,0.015,0.015,0.75,1.8846153846153846,1.8468468468468469,0.23169073916737468,0.7334409515717927,0.6841044413038946,1
targets-2,h-targets,2,W2,0.85,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.23169073916737468,0.23169073916737468,0.0,1
targets-2,h-targets,2,W3,0.7,L1_WorkStealingPolling,1,-0.02,-0.02,-0.02,-4.0,1.1878453038674033,1.006993006993007,0.1302708183776023,0.5884816941852118,0.7786323352709041,1
targets-2,h-targets,2,W3,0.7,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.1302708183776023,0.1302708183776023,0.0,1
targets-2,h-targets,2,W3,0.85,L1_WorkStealingPolling,1,-0.02,-0.02,-0.02,-4.0,1.3812154696132597,1.0384615384615385,0.15853068916008614,0.7108991385498923,0.7769997450222538,1
targets-2,h-targets,2,W3,0.85,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.15853068916008614,0.15853068916008614,0.0,1
targets-2,h-targets,2,W3,0.9,L1_WorkStealingPolling,1,-0.030000000000000002,-0.030000000000000002,-0.030000000000000002,-6.0,1.430939226519337,1.048951048951049,0.1622056712132089,0.693856783919598,0.7662260066163671,1
targets-2,h-targets,2,W3,0.9,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.1622056712132089,0.16210821966977748,-0.0006011511546417658,1
targets-8,h-targets,8,W2,0.85,L1_WorkStealingPolling,1,0.015,0.015,0.015,0.75,1.8846153846153846,1.8468468468468469,0.23169073916737468,0.7334409515717927,0.6841044413038946,1
targets-8,h-targets,8,W2,0.85,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.23169073916737468,0.23169073916737468,0.0,1
targets-8,h-targets,8,W3,0.7,L1_WorkStealingPolling,1,-0.02,-0.02,-0.02,-4.0,1.1878453038674033,1.006993006993007,0.1302708183776023,0.5884816941852118,0.7786323352709041,1
targets-8,h-targets,8,W3,0.7,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.1302708183776023,0.1302708183776023,0.0,1
targets-8,h-targets,8,W3,0.85,L1_WorkStealingPolling,1,-0.02,-0.02,-0.02,-4.0,1.3812154696132597,1.0384615384615385,0.15853068916008614,0.7108991385498923,0.7769997450222538,1
targets-8,h-targets,8,W3,0.85,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.15853068916008614,0.15853068916008614,0.0,1
targets-8,h-targets,8,W3,0.9,L1_WorkStealingPolling,1,-0.030000000000000002,-0.030000000000000002,-0.030000000000000002,-6.0,1.430939226519337,1.048951048951049,0.1622056712132089,0.693856783919598,0.7662260066163671,1
targets-8,h-targets,8,W3,0.9,M0_AltoThreshold,1,0.0,0.0,0.0,0.0,1.0,1.0,0.1622056712132089,0.16210821966977748,-0.0006011511546417658,1
