schema_version,trace_version,trace_sha256,rpc_method_model,deadline_model,offered_load_definition,warmup_requests,measurement_requests,measured_generated_work_us,experiment_duration_us,latency_sample_count,scenario,workload,method,rho,seed,check_period_us,epsilon_us,budget_per_check,k_candidates,h_targets,migration_cost_us,service_estimate_mode,service_estimate_noise_cv,service_estimate_ewma_alpha,w2_hot_core_count,w2_hot_dispatch_prob,target_insert_policy,hybrid_pressure_ratio,hybrid_min_gain_us,work_steal_poll_us,work_steal_max_per_poll,alto_queue_threshold_us,alto_min_gain_us,target_safety_enabled,rescuable_filter_enabled,P99_us,P999_us,slo_violation_rate,total_finished,total_generated,migration_rate,invalid_migration_ratio,intra_move_rate,intra_move_count,intra_moved_work_us,steal_attempt_count,steal_success_count,stolen_task_count,steal_poll_count,steal_idle_core_check_count,proactive_intra_attempt_count,proactive_intra_success_count,invalid_intra_move_ratio,rescue_attempt_count,rescue_candidate_count,locally_doomed_count,remote_feasible_count,target_safe_count,rescue_success_count,migration_handoff_count,avg_migration_handoff_us,max_migration_handoff_us,max_rescue_commits_per_check,max_target_reservation_work_us,descriptor_handoff_count,avg_descriptor_handoff_us,max_descriptor_handoff_us,rescue_moved_work_us,target_unsafe_reject_count,remote_infeasible_reject_count,needless_migration_count,unsaved_migration_count,beneficial_migration_count,harmful_migration_count,predicted_target_unsafe_accept_count,target_harm_watch_count,harmful_actual_count,harmful_actual_ratio,target_induced_miss_actual,beneficial_migration_ratio,useless_migration_ratio,rescue_per_migration,relief_attempt_count,relief_success_count,relief_beneficial_count,relief_useless_count,relief_moved_work_us,relief_beneficial_migration_ratio,relief_useless_migration_ratio
rescuesched-v2,rescuesched-trace-v2,c79c27289463651a077ac99515ac27dcd79eadad69311cafb5637abf9687e3a1,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,125845,12982.8,5000,rescue_w1_cli_main,W1,L0_RandomCore,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,441,710,0.4846,5000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,c79c27289463651a077ac99515ac27dcd79eadad69311cafb5637abf9687e3a1,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,125845,12909.5,5000,rescue_w1_cli_main,W1,L1_WorkStealingPolling,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,105,119,0.0088,5000,5500,0,0,0.6478,3239,83511.9,65127,3239,3239,11686,60319,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,3239,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,c79c27289463651a077ac99515ac27dcd79eadad69311cafb5637abf9687e3a1,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,125845,12971.5,5000,rescue_w1_cli_main,W1,M0_AltoThreshold,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,191,199,0.0048,5000,5500,0,0,0.3596,1798,23975.8,0,0,0,0,0,11748,1798,0.00166852,0,0,0,0,0,0,0,0,0,0,102.1,1798,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,c79c27289463651a077ac99515ac27dcd79eadad69311cafb5637abf9687e3a1,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,125845,12971.5,5000,rescue_w1_cli_main,W1,M1_RescueSched,0.7,11,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,191,199,0.0006,5000,5500,0,0,0.3648,1824,24255.4,0,0,0,0,0,0,0,0,11748,35536,2037,8087,8087,1824,1824,0.5,0.5,1,102.1,1824,0.5,0.5,24255.4,0,61,0,3,1821,0,0,48,0,0,0,0.998355,0.00164474,0.998355,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,ae068f5ee40d52713550ed01e647eb84645dbe93a40cf15e5dd30301089b72d3,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,133825,13370.5,5000,rescue_w1_cli_main,W1,L0_RandomCore,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,635,845,0.577,5000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,ae068f5ee40d52713550ed01e647eb84645dbe93a40cf15e5dd30301089b72d3,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,133825,12776,5000,rescue_w1_cli_main,W1,L1_WorkStealingPolling,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,112,138,0.0298,5000,5500,0,0,0.6452,3226,88834.6,55236,3226,3226,11600,50650,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,3226,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,ae068f5ee40d52713550ed01e647eb84645dbe93a40cf15e5dd30301089b72d3,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,133825,12808.8,5000,rescue_w1_cli_main,W1,M0_AltoThreshold,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,192,199,0.0148,5000,5500,0,0,0.407,2035,31833.5,0,0,0,0,0,11632,2035,0.0014742,0,0,0,0,0,0,0,0,0,0,102.1,2035,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,ae068f5ee40d52713550ed01e647eb84645dbe93a40cf15e5dd30301089b72d3,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,133825,12803.4,5000,rescue_w1_cli_main,W1,M1_RescueSched,0.7,23,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,192,199,0.007,5000,5500,0,0,0.396,1980,31633,0,0,0,0,0,0,0,0,11627,44649,5499,8833,8721,1980,1980,0.5,0.5,1,102.1,1980,0.5,0.5,31633,112,13163,0,4,1976,0,0,136,0,0,0,0.99798,0.0020202,0.99798,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,397e77c465c1c6991d711c92d8cf7b26e34ccb64174e964fe8f6efed64630e6f,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128790,13319.1,5000,rescue_w1_cli_main,W1,L0_RandomCore,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,468,622,0.4982,5000,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rescuesched-v2,rescuesched-trace-v2,397e77c465c1c6991d711c92d8cf7b26e34ccb64174e964fe8f6efed64630e6f,explicit-short-long-method,server-side-method-budget,actual-service-plus-host,500,5000,128790,13042.6,5000,rescue_w1_cli_main,W1,L1_WorkStealingPolling,0.7,37,1,2,1,16,4,0.5,ewma,0,0.05,4,0.5,append_tail,1.25,5,1,16,40,0,1,1,106,120,0.012,5000,5500,0,0,0.6472,3236,86720.6,65282,3236,3236,11876,60534,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1,3236,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
